0.00625 	0.99999 	2.08389e-18 	1 	1
0.01875 	0.99999 	2.08389e-18 	1 	1
0.03125 	0.99999 	1.73694e-18 	1 	1
0.04375 	0.99999 	2.22045e-21 	1 	1
0.05625 	0.99999 	2.22045e-21 	1 	1
0.06875 	0.99999 	2.22045e-21 	1 	1
0.08125 	0.99999 	3.49165e-19 	1 	1
0.09375 	0.99999 	-1.03861e-18 	1 	1
0.10625 	0.99999 	-4.16112e-18 	1 	1
0.11875 	0.99999 	-5.89584e-18 	1 	1
0.13125 	0.99999 	-4.50806e-18 	1 	1
0.14375 	0.99999 	-2.77334e-18 	1 	1
0.15625 	0.99999 	-2.77334e-18 	1 	1
0.16875 	0.99999 	-1.38556e-18 	1 	1
0.18125 	0.99999 	2.22045e-21 	1 	1
0.19375 	0.99999 	2.22045e-21 	1 	1
0.20625 	0.99999 	2.22045e-21 	1 	1
0.21875 	0.99999 	1.73694e-18 	1 	1
0.23125 	0.99999 	3.49165e-19 	1 	1
0.24375 	0.99999 	-1.38556e-18 	1 	1
0.25625 	0.99999 	-1.7325e-18 	1 	1
0.26875 	0.99999 	-3.12028e-18 	1 	1
0.28125 	0.99999 	-4.16112e-18 	1 	1
0.29375 	0.99999 	-4.16112e-18 	1 	1
0.30625 	0.99999 	-1.38556e-18 	1 	1
0.31875 	0.99999 	1.39e-18 	1 	1
0.33125 	0.99999 	2.77778e-18 	1 	1
0.34375 	0.99999 	4.16556e-18 	1 	1
0.35625 	0.99999 	6.94111e-18 	1 	1
0.36875 	0.99999 	8.32889e-18 	1 	1
0.38125 	0.99999 	6.94111e-18 	1 	1
0.39375 	0.99999 	5.55334e-18 	1 	1
0.40625 	0.99999 	5.55334e-18 	1 	1
0.41875 	0.99999 	7.28806e-18 	1 	1
0.43125 	0.99999 	7.28806e-18 	1 	1
0.44375 	0.99999 	5.55334e-18 	1 	1
0.45625 	0.99999 	6.94111e-18 	1 	1
0.46875 	0.99999 	1.00636e-17 	1 	1
0.48125 	0.99999 	1.17983e-17 	1 	1
0.49375 	0.99999 	1.00636e-17 	1 	1
0.50625 	0.99999 	5.20639e-18 	1 	1
0.51875 	0.99999 	3.49165e-19 	1 	1
0.53125 	0.99999 	-2.77334e-18 	1 	1
0.54375 	0.99999 	-7.28362e-18 	1 	1
0.55625 	0.99999 	-1.04061e-17 	1 	1
0.56875 	0.99999 	-8.6714e-18 	1 	1
0.58125 	0.99999 	-5.54889e-18 	1 	1
0.59375 	0.99999 	-1.03861e-18 	1 	1
0.60625 	0.99999 	3.47167e-18 	2.94527 	1.71531
0.61875 	0.99999 	3.12472e-18 	9.46129 	2.65145
0.63125 	0.99999 	2.77778e-18 	10.5881 	2.74148
