0.59999 	0.0015625 	5.55112e-18 	12.0559 	2.80563
0.59999 	0.0046875 	5.55112e-18 	12.0554 	2.8056
0.59999 	0.0078125 	2.77556e-18 	12.0529 	2.80543
0.59999 	0.0109375 	1.73472e-18 	12.0509 	2.8053
0.59999 	0.0140625 	3.46945e-18 	12.048 	2.80511
0.59999 	0.0171875 	3.46945e-19 	12.0448 	2.8049
0.59999 	0.0203125 	-4.16334e-18 	12.0412 	2.80466
0.59999 	0.0234375 	-5.55112e-18 	12.0372 	2.80439
0.59999 	0.0265625 	-2.42861e-18 	12.0322 	2.80406
0.59999 	0.0296875 	2.42861e-18 	12.0264 	2.80367
0.59999 	0.0328125 	4.16334e-18 	12.0197 	2.80321
0.59999 	0.0359375 	2.77556e-18 	12.0124 	2.80272
0.59999 	0.0390625 	1.73472e-18 	12.0042 	2.80217
0.59999 	0.0421875 	2.08167e-18 	11.9955 	2.80159
0.59999 	0.0453125 	3.46945e-18 	11.9865 	2.80099
0.59999 	0.0484375 	4.85723e-18 	11.9773 	2.80038
0.59999 	0.0515625 	3.46945e-18 	11.9683 	2.79978
0.59999 	0.0546875 	2.08167e-18 	11.9592 	2.79917
0.59999 	0.0578125 	2.08167e-18 	11.9501 	2.79856
0.59999 	0.0609375 	6.93889e-19 	11.9409 	2.79794
0.59999 	0.0640625 	-6.93889e-19 	11.9313 	2.79728
0.59999 	0.0671875 	1.04083e-18 	11.9208 	2.79655
0.59999 	0.0703125 	5.89806e-18 	11.909 	2.79574
0.59999 	0.0734375 	7.63278e-18 	11.8955 	2.7948
0.59999 	0.0765625 	6.245e-18 	11.8801 	2.79375
0.59999 	0.0796875 	6.245e-18 	11.8628 	2.79258
0.59999 	0.0828125 	7.63278e-18 	11.8435 	2.79129
0.59999 	0.0859375 	9.02056e-18 	11.8226 	2.78988
0.59999 	0.0890625 	9.02056e-18 	11.8006 	2.78839
0.59999 	0.0921875 	9.02056e-18 	11.7782 	2.78687
0.59999 	0.0953125 	9.02056e-18 	11.7559 	2.78535
0.59999 	0.0984375 	9.02056e-18 	11.7337 	2.78383
0.59999 	0.101562 	9.02056e-18 	11.7115 	2.78232
0.59999 	0.104687 	9.02056e-18 	11.6891 	2.7808
0.59999 	0.107812 	9.02056e-18 	11.6661 	2.77923
0.59999 	0.110937 	5.89806e-18 	11.6414 	2.77754
0.59999 	0.114062 	4.51028e-18 	11.6144 	2.7757
0.59999 	0.117187 	6.245e-18 	11.5841 	2.77362
0.59999 	0.120312 	4.85723e-18 	11.5502 	2.77129
0.59999 	0.123437 	4.85723e-18 	11.5122 	2.76867
0.59999 	0.126562 	7.63278e-18 	11.4705 	2.76581
0.59999 	0.129687 	9.02056e-18 	11.4252 	2.76267
0.59999 	0.132812 	1.07553e-17 	11.3777 	2.75937
0.59999 	0.135937 	1.249e-17 	11.3286 	2.75595
0.59999 	0.139062 	1.249e-17 	11.2791 	2.75248
0.59999 	0.142187 	1.249e-17 	11.2291 	2.74898
0.59999 	0.145312 	1.56125e-17 	11.1792 	2.74546
0.59999 	0.148437 	1.8735e-17 	11.128 	2.74185
0.59999 	0.151562 	1.8735e-17 	11.0752 	2.73812
0.59999 	0.154687 	1.70003e-17 	11.0184 	2.73408
0.59999 	0.157812 	1.52656e-17 	10.9572 	2.72973
0.59999 	0.160937 	1.56125e-17 	10.8892 	2.72488
0.59999 	0.164062 	1.59595e-17 	10.8143 	2.7195
0.59999 	0.167187 	1.56125e-17 	10.7282 	2.71327
0.59999 	0.170312 	1.38778e-17 	10.6319 	2.70628
0.59999 	0.173437 	1.249e-17 	10.5197 	2.69808
0.59999 	0.176562 	1.07553e-17 	10.3942 	2.68883
0.59999 	0.179687 	1.04083e-17 	10.2443 	2.67769
0.59999 	0.182812 	1.31839e-17 	10.0737 	2.66486
0.59999 	0.185937 	1.45717e-17 	9.85787 	2.6484
0.59999 	0.189062 	1.45717e-17 	9.60182 	2.62856
0.59999 	0.192187 	1.31839e-17 	9.24127 	2.59981
0.59999 	0.195312 	1.17961e-17 	8.7403 	2.55838
0.59999 	0.198437 	1.17961e-17 	8.07118 	2.50505
